id,evaluation,question,answer_target,answer_model,explanation,completion,model,tokens,tokens_prompt,tokens_completion,cost,latency
34,0,战国时期的____是世界上最早的天文学著作，记录了800多个恒星的名字。 A. 《尚书》 B. 《天官书》 C. 《甘石星经》 D. 《天文志》 答案：,,B,,B,llama-7b-hf,717,715,2,0.0,0.1
35,0,山顶洞人____的行为表明他们已经有灵魂不死的意识，代表着原始宗教信仰开始萌芽。 A. 使用磨光、钻孔技术制造工具 B. 掌握人工取火技术 C. 佩戴兽牙和石珠做成的项链作为装饰 D. 在墓葬周边撒赤铁矿粉 答案：,,C,,C,llama-7b-hf,796,794,2,0.0,0.11
36,0,下列文物不是曾侯乙墓出土的是____。 A. 大玉戈 B. 卧鹿 C. 竹排箫 D. 五弦琴 答案：,,B,,B,llama-7b-hf,701,699,2,0.0,0.1
37,0,下列瀑布中，享有“中华第一瀑”的是____。 A. 黄果树瀑布 B. 壶口瀑布 C. 德天瀑布 D. 吊水楼瀑布 答案：,,B,,B,llama-7b-hf,711,709,2,0.0,0.1
38,0,我国现存最早、最完备的农书是____。 A. 徐光启的《农政全书》 B. 王祯的《农书》 C. 贾思勰的《齐民要术》 D. 氾胜的《氾胜之书》 答案：,,B,,B,llama-7b-hf,736,734,2,0.0,0.09
39,0,长白山天池属于____。 A. 人工湖 B. 火山湖 C. 残迹湖 D. 咸水湖 答案：,,B,,B,llama-7b-hf,679,677,2,0.0,0.09
40,0,妈祖庙的祖庭是____。 A. 天津天后宫 B. 台湾北港朝天宫 C. 湄洲岛妈祖庙 D. 泉州天后宫 答案：,,C,,C,llama-7b-hf,712,710,2,0.0,0.09
41,0,在我国古典园林建筑中，最具独立自由，富有灵活性特点的建筑是____。 A. 舫 B. 榭 C. 亭 D. 桥 答案：,,B,,B,llama-7b-hf,705,703,2,0.0,0.1
42,0,在世界医学史上最早发明麻沸散的人是____。 A. 张仲景 B. 孙思邈 C. 华佗 D. 李时珍 答案：,,B,,B,llama-7b-hf,700,698,2,0.0,0.09
43,0,曼哈顿是____的核心和象征。 A. 洛杉矶 B. 旧金山 C. 纽约 D. 华盛顿 答案：,,B,,B,llama-7b-hf,701,699,2,0.0,0.09
44,0,世界上规模最大的岩溶风景区位于____。 A. 广西桂林 B. 云南路林 C. 江苏宜兴 D. 贵州都匀 答案：,,B,,B,llama-7b-hf,701,699,2,0.0,0.09
45,0,1941年1月4日，皖南新四军____余人，在泾县茂林地区遭到国民党8万余人包围袭击。 A. 5000 B. 8000 C. 9000 D. 10000 答案：,,B,,B,llama-7b-hf,727,725,2,0.0,0.1
46,0,面阔10间有____柱子。 A. 9根 B. 10根 C. 11根 D. 12根 答案：,,B,,B,llama-7b-hf,677,675,2,0.0,0.09
47,0,下列内容中，关于茶叶的说法正确的是____。 A. 白茶主要产于广东和台湾 B. 乌龙茶以铁观音、凤凰茶等最为著名 C. 君山银针是白茶的典型代表 D. 武夷岩茶是绿茶的典型代表 答案：,,C,,C,llama-7b-hf,748,746,2,0.0,0.09
48,0,从字形来看，战国文字最突出的特点是____。 A. 形声字大大增加 B. 异字同形等现象大为减少 C. 形体各异 D. 象形程度高 答案：,,B,,B,llama-7b-hf,714,712,2,0.0,0.09
49,0,我国最早的档案类史料是____。 A. 《尚书》和甲骨文 B. 《春秋》 C. 《史记》 D. 《通典》 答案：,,B,,B,llama-7b-hf,695,693,2,0.0,0.09
50,0,屋面双坡，两侧伸出山墙外，屋面有一条正脊和四条垂脊，两侧墙面以柱子承重。这是中国古代建筑屋顶的____。 A. 硬山顶 B. 歇山顶 C. 悬山顶 D. 庑殿顶 答案：,,C,,C,llama-7b-hf,757,755,2,0.0,0.1
51,0,俄罗斯的国花是____ A. 雏菊 B. 向日葵 C. 矢车菊 D. 玫瑰 答案：,,B,,B,llama-7b-hf,690,688,2,0.0,0.09
52,0,下列园林构景手法中，杭州西湖北面的保俶塔，与南面雷峰塔的组合构景属于____。 A. 抑景 B. 夹景 C. 对景 D. 漏景 答案：,,B,,B,llama-7b-hf,712,710,2,0.0,0.09
53,0,道教重要经典《抱朴子》的作者是____。 A. 春秋老子 B. 东汉张道陵 C. 东晋葛洪 D. 元代丘处机 答案：,,B,,B,llama-7b-hf,701,699,2,0.0,0.1
54,0,《送桂州严大夫》这首五律诗的作者是唐朝的____。 A. 柳宗元 B. 韩愈 C. 刘禹锡 D. 张志和 答案：,,B,,B,llama-7b-hf,705,703,2,0.0,0.09
55,0,彩画等级由低到高的排列是____。 A. 和玺彩画、旋子彩画、苏式彩画 B. 苏式彩画、旋子彩画、和玺彩画 C. 旋子彩画、和玺彩画、苏式彩画 D. 苏式彩画、和玺彩画、旋子彩画 答案：,,C,,C,llama-7b-hf,778,776,2,0.0,0.1
56,0,汉代的政论性散文从思想内容到艺术形式都比先秦散文有明显进步，如贾谊的____。 A. 《谏逐客书》 B. 《史记·秦始皇本纪》 C. 《过秦论》 D. 《言兵事疏》 答案：,,B,,B,llama-7b-hf,747,745,2,0.0,0.1
57,0,常家庄园始建于____年间。 A. 清代乾嘉 B. 明代正德 C. 辽孝宗 D. 清代康熙 答案：,,B,,B,llama-7b-hf,686,684,2,0.0,0.09
58,0,玄奘西行求法归国后译经的地方是____。 A. 崇圣寺三塔 B. 嵩岳寺塔 C. 西安大雁塔 D. 应县木塔 答案：,,B,,B,llama-7b-hf,705,703,2,0.0,0.1
59,0,王阳明白创一种学说，史称____。 A. 理学 B. 玄学 C. 道学 D. 心学 答案：,,C,,C,llama-7b-hf,676,674,2,0.0,0.09
60,0,山西五台山____是传说中的文殊菩萨居住处，为五台山黄庙之首。 A. 菩萨顶寺 B. 殊像寺 C. 罗喉寺 D. 显通寺 答案：,,B,,B,llama-7b-hf,715,713,2,0.0,0.1
61,0,下列陶瓷名品中，享有天下“神品”之称的是____。 A. 景德镇青花瓷 B. 德化白瓷 C. 洛阳唐三彩 D. 宜兴紫砂器 答案：,,B,,B,llama-7b-hf,714,712,2,0.0,0.09
62,0,秦始皇陵兵马俑是____年发现的。 A. 1974 B. 1976 C. 1968 D. 1965 答案：,,C,,C,llama-7b-hf,688,686,2,0.0,0.09
63,0,1971年10月25日，____联合国大会以压倒性票数通过2758号决议，恢复中华人民共和国在联合国的一切合法权利。 A. 第二十届 B. 第二十二届 C. 第二十四届 D. 第二十六届 答案：,,C,,C,llama-7b-hf,748,746,2,0.0,0.09
64,0,在道观主要殿堂中，一般供奉青龙神和白虎神的是____。 A. 三宫殿 B. 山门殿 C. 玉皇殿 D. 三清殿 答案：,,B,,B,llama-7b-hf,710,708,2,0.0,0.09
65,0,下列寺庙中，____是历世班禅驻锡之地。 A. 甘丹寺 B. 哲蚌寺 C. 色拉寺 D. 扎什伦布寺 答案：,,B,,B,llama-7b-hf,709,707,2,0.0,0.1
66,0,____可以说是中国最早的山水旅游诗。 A. 《登池上楼》 B. 《短歌行》 C. 《观沧海》 D. 《游斜川》 答案：,,B,,B,llama-7b-hf,709,707,2,0.0,0.1
67,0,祝融峰是____的最高峰。 A. 雁荡山 B. 三清山 C. 衡山 D. 庐山 答案：,,B,,B,llama-7b-hf,688,686,2,0.0,0.09
68,0,陕西是中华民族及其悠久文明的发源地之一。10世纪以前陕西是中国政治、经济、文化中心，____个王朝曾在此建都。 A. 13 B. 14 C. 15 D. 16 答案：,,C,,C,llama-7b-hf,724,722,2,0.0,0.09
69,0,下列____不是中国画按照题材内容分的。 A. 人物画 B. 花鸟画 C. 山水画 D. 工笔画 答案：,,B,,B,llama-7b-hf,689,687,2,0.0,0.09
70,0,下列名茶中，产于江苏吴县，原名“吓煞人香”的是____。 A. 黄山毛峰 B. 太湖碧螺春 C. 西湖龙井 D. 峨眉竹叶青 答案：,,B,,B,llama-7b-hf,719,717,2,0.0,0.1
71,0,桂海高速公路纵贯广西南北，路经柳州、南宁、钦州等市，全长____千米。 A. 550 B. 570 C. 565 D. 625 答案：,,C,,C,llama-7b-hf,708,706,2,0.0,0.09
72,0,____是慈禧太后垂帘听政的大殿。 A. 养心殿 B. 太和殿 C. 中和殿 D. 保和殿 答案：,,C,,C,llama-7b-hf,700,698,2,0.0,0.09
73,0,____是中国共产党历史上一个生死攸关的转折点，开始确立了以毛泽东同志为主要代表的马克思主义正确路线在党中央的领导地位。 A. “八七”会议 B. 中共七大 C. 遵义会议 D. 瓦窑堡会议 答案：,,B,,B,llama-7b-hf,761,759,2,0.0,0.1
74,0,打击了日军的侵略气焰，在抗战局面比较低迷时振奋了全国民心的是____。 A. 辽沈战役 B. 百团大战 C. 淮海战役 D. 平津战役 答案：,,B,,B,llama-7b-hf,744,742,2,0.0,0.09
75,0,屈原的墓地在____。 A. 湖南汨罗 B. 湖南岳阳 C. 湖北秭归 D. 湖北荆州 答案：,,B,,B,llama-7b-hf,692,690,2,0.0,0.09
76,0,京杭大运河是在____时期挖通形成的。 A. 唐朝 B. 北宋 C. 南宋 D. 元朝 答案：,,B,,B,llama-7b-hf,684,682,2,0.0,0.09
77,0,明代浙江宁波天一阁属于____。 A. 文化楼阁 B. 军事性楼阁 C. 游赏性楼阁 D. 宗教楼阁 答案：,,B,,B,llama-7b-hf,709,707,2,0.0,0.1
78,0,下列园林构景手法中，两侧用建筑物或者树木花卉屏障起来，使风景点更显得诗情画意的是____。 A. 抑景 B. 添景 C. 夹景 D. 障景 答案：,,B,,B,llama-7b-hf,726,724,2,0.0,0.09
79,0,下列依次为上海、广东、福建、北京、四川名点小吃的是____。 A. 排骨年糕、黄桥烧饼、鼎边糊、艾窝窝、拔鱼儿 B. 小绍兴鸡粥、马蹄糕、土笋冻、小窝头、赖汤圆 C. 蟹壳黄、鸡仔饼、热干面、耳朵眼炸糕、钟水饺 D. 黄桥烧饼、娥姐粉果、凤梨酥、“都一处”烧卖、担担面 答案：,,C,,C,llama-7b-hf,871,869,2,0.0,0.12
80,0,下列不属于中医治疗疾病的具体方法的是____。 A. 药物疗法 B. 针灸疗法 C. 心理疗法 D. 饮食疗法 答案：,,C,,C,llama-7b-hf,714,712,2,0.0,0.09
81,0,世界上现存最大的敞肩桥是____。 A. 潮州广济桥 B. 安济桥 C. 苏州宝带桥 D. 泉州洛阳桥 答案：,,B,,B,llama-7b-hf,700,698,2,0.0,0.09
82,0,甲午战争中清朝北洋海军全军覆没，标志着____失败。 A. 洋务运动 B. 戊戌变法 C. 义和团运动 D. 辛亥革命 答案：,,C,,C,llama-7b-hf,714,712,2,0.0,0.09
83,0,辽河和鸭绿江是辽宁省两条最大的河流，它们分别注入我国的____。 A. 渤海和黄海 B. 渤海和东海 C. 黄海和东海 D. 黄海和渤海 答案：,,B,,B,llama-7b-hf,721,719,2,0.0,0.1
84,0,“八十君王，处处十八公，道旁介寿；九重天子，年年重九节，塞上称觞。”出自《承德避暑山庄万壑松风联》，作者是____。 A. 清代纪昀 B. 现当代的姜园宪 C. 清代唐理淮 D. 清代邹福保 答案：,,B,,B,llama-7b-hf,760,758,2,0.0,0.09
85,0,东汉时期，____编撰了中国第一部字典《说文解字》。 A. 许慎 B. 郑玄 C. 蔡邕 D. 朱熹 答案：,,B,,B,llama-7b-hf,699,697,2,0.0,0.09
86,0,园名意为和煦普照之日光，喻父母之恩德的是____。 A. 梁园 B. 余荫山房 C. 豫园 D. 清晖园 答案：,,B,,B,llama-7b-hf,715,713,2,0.0,0.1
87,0,使中国革命开始由大革命失败到土地革命兴起的历史性转变的事件是____。 A. “八七”会议 B. 秋收起义 C. 南昌起义 D. 北伐战争 答案：,,B,,B,llama-7b-hf,717,715,2,0.0,0.1
88,0,在地宫上砌筑高大的圆形砖城的陵墓形式为____。 A. 方上 B. 以山为陵 C. 宝城 D. 宝顶 答案：,,C,,C,llama-7b-hf,701,699,2,0.0,0.1
89,0,传说周文王曾悉心研究八卦，并推演出____卦象。 A. 48个 B. 56个 C. 64个 D. 72个 答案：,,B,,B,llama-7b-hf,697,695,2,0.0,0.09
90,0,尧、舜、禹是继炎帝、黄帝之后通过____担任首领的。 A. 世袭制 B. 郡县制 C. 禅让制 D. 分封制 答案：,,B,,B,llama-7b-hf,709,707,2,0.0,0.1
91,0,下列各组名山中，分别属于花岗岩名山、岩溶山水、丹霞风光的是____。 A. 庐山、路南石林、阿里 B. 黄山、织金洞、仁化丹霞山 C. 华山、雁荡山、千山 D. 衡山、漓江山水、三清山 答案：,,C,,C,llama-7b-hf,755,753,2,0.0,0.1
92,0,江西历史上出现的第一位宰相是____。 A. 董源 B. 范金镛 C. 游国恩 D. 钟绍京 答案：,,B,,B,llama-7b-hf,697,695,2,0.0,0.09
93,0,辽宁省共有两个蒙古族自治县，它们分别位于辽宁省的____。 A. 锦州和辽阳 B. 阜新和锦州 C. 阜新和抚顺 D. 朝阳和阜新 答案：,,B,,B,llama-7b-hf,728,726,2,0.0,0.09
94,0,名句“先天下之忧而忧，后天下之乐而乐”出自____。 A. 王羲之的《兰亭集序》 B. 王勃的《滕王阁序》 C. 柳宗元的《永州八记》 D. 范仲淹的《岳阳楼记》 答案：,,B,,B,llama-7b-hf,744,742,2,0.0,0.09
95,0,古代昆明族属于____民族群体。 A. 氐羌 B. 百越 C. 百濮 D. 百越和百濮 答案：,,B,,B,llama-7b-hf,686,684,2,0.0,0.09
96,0,有“一菜一格，百菜百味”之誉的菜系是____。 A. 鲁菜 B. 川菜 C. 浙菜 D. 粤菜 答案：,,B,,B,llama-7b-hf,690,688,2,0.0,0.09
97,0,道教全真道的主要创派人为____。 A. 葛洪 B. 寇谦之 C. 宋庐山 D. 王重阳 答案：,,B,,B,llama-7b-hf,691,689,2,0.0,0.09
98,0,下列不是世界三大冰雪艺术景观的是____。 A. 美国洛杉矶雪雕 B. 中国哈尔滨冰雪雕 C. 加拿大魁北克雪雕 D. 日本札幌冰雪雕 答案：,,B,,B,llama-7b-hf,738,736,2,0.0,0.09
99,0,名句“海内存知己，天涯若比邻”出自____。 A. 王维的《使至塞上》 B. 李白的《送友人》 C. 李商隐的《夜雨寄北》 D. 王勃的《送杜少府之任蜀州》 答案：,,B,,B,llama-7b-hf,737,735,2,0.0,0.1
100,0,下列著名人物中，不属于海南历史上四大才子的是____。 A. 姜唐佐 B. 张岳崧 C. 海瑞 D. 丘浚 答案：,,B,,B,llama-7b-hf,702,700,2,0.0,0.09
101,0,楹联“八十君王，处处十八公，道旁介寿；九重天子，年年重九节，塞上称觞”题写在____。 A. 陕西黄帝陵 B. 苏州寒山寺 C. 承德避暑山庄万壑松风 D. 成都杜甫草堂 答案：,,C,,C,llama-7b-hf,750,748,2,0.0,0.09
102,0,明朝李时珍著____，是集中国古代药物学大成的巨著，被誉为“东方药学巨典”。 A. 《千金方》 B. 《神农本草经》 C. 《唐本草》 D. 《本草纲目》 答案：,,B,,B,llama-7b-hf,730,728,2,0.0,0.09
103,0,____是云冈石窟最宏伟的雕像也是云冈石窟的象征。 A. 普贤菩萨像 B. 文殊菩萨像 C. 药师佛像 D. 释迦牟尼像 答案：,,C,,C,llama-7b-hf,737,735,2,0.0,0.1
104,0,下列剪纸中，风格金碧辉煌、苍劲豪放，结构雄伟奔放，用色夸张富丽的是____。 A. 佛山剪纸 B. 陕西剪纸 C. 山西剪纸 D. 浙江剪纸 答案：,,C,,C,llama-7b-hf,751,749,2,0.0,0.1
105,0,下列唐代诗人中，____在辋川别业中养鹿放鹤，以寄托“一生几经伤心事，不向空门何处销”的解脱情趣。 A. 杜甫 B. 高适 C. 李白 D. 王维 答案：,,B,,B,llama-7b-hf,740,738,2,0.0,0.09
106,0,是中国也是世界上的第一部茶叶科学专著《茶经》是____茶圣陆羽所著。 A. 唐代 B. 汉代 C. 宋代 D. 南北朝 答案：,,C,,C,llama-7b-hf,706,704,2,0.0,0.09
107,0,常用于我国古代建筑屋脊上两端，既保护不同坡面相接处不渗水，又合乎消灾灭火的术数观念，并起装饰美化作用的脊兽是____。 A. 獬豸 B. 凤凰 C. 鸱吻 D. 顽质 答案：,,B,,B,llama-7b-hf,766,764,2,0.0,0.09
108,0,四大名绣中，绣工多为男工的是____。 A. 湘绣 B. 蜀绣 C. 粤绣 D. 苏绣 答案：,,B,,B,llama-7b-hf,696,694,2,0.0,0.09
109,0,日本皇室家族的标志是____。 A. 山茶花 B. 樱花 C. 荷花 D. 菊花 答案：,,C,,C,llama-7b-hf,681,679,2,0.0,0.09
110,0,“思家步月清宵立，忆弟看云白日眠”属于____。 A. 工对 B. 邻对 C. 借对 D. 流水对 答案：,,B,,B,llama-7b-hf,696,694,2,0.0,0.09
111,0,我国藏传佛教规模最大的寺院是____。 A. 甘丹寺 B. 哲蚌寺 C. 塔尔寺 D. 扎什伦布寺 答案：,,B,,B,llama-7b-hf,700,698,2,0.0,0.09
112,0,下列佛教造像组合中，属于西方三圣的是____。 A. 大势至菩萨—阿弥陀佛—观音菩萨 B. 普贤菩萨—释迦牟尼佛—文殊菩萨 C. 月光菩萨—药师佛—日光菩萨 D. 普贤菩萨—毗卢遮那佛—文殊菩萨 答案：,,B,,B,llama-7b-hf,814,812,2,0.0,0.11
113,0,被称为人类“文明之母”的是____。 A. 印刷术 B. 造纸术 C. 指南针 D. 火药 答案：,,B,,B,llama-7b-hf,692,690,2,0.0,0.09
114,0,20世纪20年代，新诗创作的名家名著有____。 A. 茅盾的《子夜》 B. 鲁迅的《热风》 C. 曹禺的《雷雨》 D. 郭沫若的《女神》 答案：,,B,,B,llama-7b-hf,732,730,2,0.0,0.09
115,0,在四方之神中，代表南方之神的是____。 A. 青龙 B. 白虎 C. 朱雀 D. 玄武 答案：,,C,,C,llama-7b-hf,683,681,2,0.0,0.09
116,0,按照麦芽汁浓度划分，浓度在10°～12°，酒精含量为3.1%～3.8%的啤酒属于____。 A. 低浓度啤酒 B. 中浓度啤酒 C. 中高浓度啤酒 D. 高浓度啤酒 答案：,,C,,C,llama-7b-hf,765,763,2,0.0,0.1
117,0,著名的温莎城堡位于英国的____。 A. 爱丁堡 B. 伦敦 C. 利物浦 D. 曼彻斯特 答案：,,B,,B,llama-7b-hf,700,698,2,0.0,0.09
118,0,道教真武庙的祖庭是____。 A. 湖北武当山真武庙 B. 广东佛山祖庙 C. 云南昆明太和宫 D. 广西容县真武阁 答案：,,B,,B,llama-7b-hf,711,709,2,0.0,0.1
119,0,下列旅游地中，被誉为泰国著名避暑胜地的是____。 A. 普吉岛 B. 曼谷 C. 芭堤雅 D. 清迈 答案：,,B,,B,llama-7b-hf,710,708,2,0.0,0.09
120,0,吉林长白山国家级自然保护区在____年被国家旅游局评为国家5A级旅游景区。 A. 2007 B. 2008 C. 2009 D. 2010 答案：,,B,,B,llama-7b-hf,718,716,2,0.0,0.09
121,0,“天气常如二三月，花枝不断四十春”指的是____美景。 A. 云南滇池 B. 四川九寨沟 C. 江西镜泊湖 D. 浙江千岛湖 答案：,,B,,B,llama-7b-hf,713,711,2,0.0,0.1
122,0,现今为劳动人民文化宫的是____。 A. 故宫 B. 太庙 C. 社稷坛 D. 天坛 答案：,,B,,B,llama-7b-hf,689,687,2,0.0,0.09
123,0,中国古典园林的全盛时期是____。 A. 秦汉时期 B. 魏晋时期 C. 唐宋时期 D. 明清时期 答案：,,C,,C,llama-7b-hf,694,692,2,0.0,0.09
124,0,香山红叶、牡丹花会、断桥残雪和曲院风荷，分别反映的是____的自然景观。 A. 夏、春、冬、秋 B. 春、夏、秋、冬 C. 秋、夏、冬、春 D. 秋、春、冬、夏 答案：,,C,,C,llama-7b-hf,739,737,2,0.0,0.1
125,0,亚洲唯一的粮食净出口国是____。 A. 泰国 B. 日本 C. 印度 D. 菲律宾 答案：,,C,,C,llama-7b-hf,691,689,2,0.0,0.09
126,0,“涅槃”是梵文译音，意为____。 A. 真理 B. 禅定 C. 灭度 D. 轮回 答案：,,B,,B,llama-7b-hf,688,686,2,0.0,0.09
127,0,下列属于儒家主张的是____。 A. 恢复西周旧制度 B. 摒弃现代文明，回归原始生活 C. “兼爱”“非玫” D. 严刑峻法 答案：,,B,,B,llama-7b-hf,719,717,2,0.0,0.1
128,0,中国古代主要国号的由来有多种情况，下面不属于以原来部族名定国号的是____。 A. 商朝 B. 周朝 C. 秦朝 D. 汉朝 答案：,,C,,C,llama-7b-hf,699,697,2,0.0,0.09
129,0,龚自珍的____，里面写到“九州生气恃风雷，万马齐喑究可哀。我劝天公重抖擞，不拘一格降人才”，主张推进社会改革。 A. 《己亥杂诗》 B. 《寰海》 C. 《赴戍登程口占示家人》 D. 《猛回头》 答案：,,B,,B,llama-7b-hf,781,779,2,0.0,0.11
130,0,明成祖的年号是____。 A. 洪武 B. 永乐 C. 建文 D. 宣德 答案：,,C,,C,llama-7b-hf,675,673,2,0.0,0.09
