id,evaluation,question,answer_target,answer_model,explanation,completion,model,tokens,tokens_prompt,tokens_completion,cost,latency
13,0,迁都后对帕朗卡拉亚的影响有____ A. 有利于缓解住房紧张问题 B. 有利于缓解交通拥堵状况 C. 有利于环境污染的治理 D. 基础设施的完善 答案：,,C,,C,llama-7b-hf,775,773,2,0.0,0.11
14,0,"据报载，我国江西省中南部山区出现大片“红色荒漠”，即在亚热带湿润的岩溶地区，土壤遭受严重侵蚀，基岩裸露，地表出现类似荒漠化景观的土地退化现象,“红色荒漠”形成的人为原因主要是____ A. 滥伐森林 B. 过度放牧 C. 开山取石 D. 环境污染 答案：",,C,,C,llama-7b-hf,850,848,2,0.0,0.11
15,0,"印度尼西亚计划迁都的原因是____ ①减少现有首都地址受到火山喷发的威胁 ②减少现有首都地址受到洪涝灾害的威胁 ③分散雅加达的非首都职能 ④有利于印尼各个地区的均衡发展 A. ①②③ B. ②③④ C. ①②④ D. ①③④ 答案：",,C,,C,llama-7b-hf,861,859,2,0.0,0.12
16,0,如果不考虑其他因素，在北半球中、高纬度地区物理风化作用最强的坡向是____。 A. 东北坡 B. 西北坡 C. 东南坡 D. 西南坡 答案：,,C,,C,llama-7b-hf,751,749,2,0.0,0.1
17,0,尊重和关心保护生物群落，体现了可持续发展的原则是____ A. 持续性原则 B. 公平性原则 C. 共同性原则 D. 以上都不是 答案：,,C,,C,llama-7b-hf,737,735,2,0.0,0.1
18,0,"对于雨林的未来，应坚持的观点是____ A. 一边开发，一边保护 B. 首先开发，再作保护 C. 保护第一,并进行保护性开发 D. 不能开发，禁止人类在林区任何活动 答案：",,C,,C,llama-7b-hf,761,759,2,0.0,0.1
19,0,关于区域环境的叙述正确的是____ A. 区域环境是指区域内的自然环境 B. 区域环境是指区域内的人文环境 C. 受人类生产和生活的影响，区域环境是不断发展变化的 D. 区域环境对人类活动的影响随人类生产力的进步而增大 答案：,,C,,C,llama-7b-hf,834,832,2,0.0,0.11
20,0,下列有关四季的叙述，正确的是：____ A. 我国春季始于春分，至于夏至 B. 一般把1、2、3三个月划分为春季 C. 夏季是一年内白昼最长，太阳最高的季节 D. 四季的形成是地球自转的结果 答案：,,C,,C,llama-7b-hf,786,784,2,0.0,0.1
21,0,"下列减少温室气体排放的措施中,不正确的是____ A. 调整能源消费结构 B. 提高能源利用技术和利用效率 C. 加强国际间的合作 D. 全球大量削减工业生产规模 答案：",,C,,C,llama-7b-hf,778,776,2,0.0,0.1
22,0,从社会文化角度看，城市的出现要具备的基本条件有：____ ①人口的增长；②工业革命的兴起；③农业生产技术的创新，有了剩余农产品；④劳动分工。 A. ①②③ B. ②③④ C. ①② D. ③④ 答案：,,C,,C,llama-7b-hf,811,809,2,0.0,0.11
23,0,下列地点中，六月二十二日正午太阳高度最大的是：____ A. 广州 B. 杭州 C. 南京 D. 北京 答案：,,C,,C,llama-7b-hf,718,716,2,0.0,0.09
24,0,"印度要承接国外棉纺企业的进入,最需要解决的问题是____ A. 原料成本高 B. 基础设施落后 C. 国内市场狭小 D. 技术水平较低 答案：",,C,,C,llama-7b-hf,756,754,2,0.0,0.09
25,0,下列城市中，因科技发展而兴起的是____ A. 堡 B. 梵蒂冈 C. 筑波 D. 桂林 答案：,,C,,C,llama-7b-hf,719,717,2,0.0,0.1
26,0,"决定自然区域差异的基本因素是____  ①地形 ②气候 ③水文 ④土壤 ⑤植被 A. ①② B. ②⑤ C. ③④ D. ④⑤ 答案：",,C,,C,llama-7b-hf,768,766,2,0.0,0.09
27,0,云南民俗中有“女儿国”和“君子国”，这“两绝”的形成与下列哪种因素有关____ A. 生活水平低 B. 文化素质差 C. 交通闭塞 D. 开发历史短 答案：,,C,,C,llama-7b-hf,759,757,2,0.0,0.1
28,0,内蒙古应建成的名优特农产品基地是____ A. 高糖甜菜糖料生产基地 B. 反季节蔬菜基地 C. 优质棉花基地 D. 烟叶生产基地 答案：,,C,,C,llama-7b-hf,760,758,2,0.0,0.09
29,0,有关电子的叙述正确的是：____ A. 电子邮件是一种“门到门”的通信方式 B. 电话和传真是电子邮件的两种具体形式 C. 电子邮件需到当地电信局提取 D. 电子邮件所用的地址同具体地点无关 答案：,,C,,C,llama-7b-hf,774,772,2,0.0,0.1
30,0,"据报载，我国江西省中南部山区出现大片“红色荒漠”，即在亚热带湿润的岩溶地区，土壤遭受严重侵蚀，基岩裸露，地表出现类似荒漠化景观的土地退化现象, 根据“红色荒漠”的特点，对其进行治理首先要做的是____ A. 大力开荒种田，保持植物覆盖率 B. 加强农业生产综合开发 C. 发展以畜牧业为主的农业生产 D. 彻底退耕还林 答案：",,C,,C,llama-7b-hf,908,906,2,0.0,0.13
31,0,假如手持奥运火炬登珠穆朗玛峰，在登顶过程中，最有可能导致火炬熄灭的因素是____ A. 随高度逐渐降低的温度 B. 随高度逐渐增多的积雪 C. 随高度逐渐降低的气压 D. 随高度逐渐稀薄的空气 答案：,,C,,C,llama-7b-hf,833,831,2,0.0,0.11
32,0,下列地区的高大山岭中，垂直地域分异最典型的是____ A. 内陆地区 B. 高纬度地区 C. 低纬度地区 D. 中纬度地区 答案：,,C,,C,llama-7b-hf,742,740,2,0.0,0.09
33,0,这片广袤的黄土地已经被水流蚀割得沟壑纵横，支离破碎，四分五裂，像老年人的一张粗糙的皱脸每年流入黄河的泥沙就达十六亿吨!就在这大自然无数黄色的皱褶中，世世代代生活和繁衍着千千万万的人。无论沿着哪一条皱纹走进去，你都能碰见村落和人烟，而且密集得叫你不可思议。黄土地所在的地形区____ A. 受降水影响形成深厚土层和沟壑 B. 地处温带草原和荒漠过渡地区 C. 有革命圣地延安及特色窑洞景观 D. 农业地域类型为传统稻作农业 答案：,,C,,C,llama-7b-hf,987,985,2,0.0,0.14
34,0,发达国家与发展中国家比较____ A. 发达国家第一产业的产值低于发展中国家 B. 发达国家与发展中国家第二产业的产值相当 C. 发展中国家第三产业的产值低于发达国家 D. 发达国家第二产业从业人口比重最大 答案：,,C,,C,llama-7b-hf,786,784,2,0.0,0.1
35,0,韩国三星电子公司到印度投资建厂，可能带来的影响是____ A. 加大印度的就业压力 B. 降低韩国电子产品的科技含量 C. 降低韩国制造业销售份额 D. 促进印度第二产业的快速发展 答案：,,C,,C,llama-7b-hf,803,801,2,0.0,0.11
36,0,长江中上游防护林所起的生态作用是____ A. 涵养水源、保持水土 B. 繁衍物种、维护生物多样性 C. 调节气候、稳定大气成分 D. 净化空气、吸烟除尘 答案：,,C,,C,llama-7b-hf,774,772,2,0.0,0.1
37,0,中国的“三北”防护林所起的主要的环保功效是____ A. 吸烟除尘 B. 美化环境 C. 防风固沙 D. 净化空气 答案：,,C,,C,llama-7b-hf,746,744,2,0.0,0.09
38,0,下列地理现象与其形成原因的组合，不正确的是____ A. 塔里木盆地沙漠广布——气候干旱，风力侵蚀、搬运和堆积作用明显 B. 东部季风区土壤较肥沃——气候暖湿、多森林植被 C. 青藏地区气候严寒、冰川广布——海拔高度影响 D. 西北地区气候干旱——纬度位置影响 答案：,,C,,C,llama-7b-hf,857,855,2,0.0,0.12
39,0,海洋环境问题主要包括：____ A. 海洋污染和海洋生态破坏 B. 海洋生态问题和洋流问题 C. 海洋运输问题和海洋开发 D. 海洋污染和水温升高 答案：,,C,,C,llama-7b-hf,758,756,2,0.0,0.09
40,0,云贵高原、青藏高原、河套平原和新疆的农业特色依次具有下面所列的是____ A. 河谷农业、绿洲农业、浇灌农业、坝子农业 B. 坝子农业、河谷农业、浇灌农业、绿洲农业 C. 坝子农业、浇灌农业、绿洲农业、河谷农业 D. 浇灌农业、河谷农业、绿洲农业、坝子农业 答案：,,C,,C,llama-7b-hf,867,865,2,0.0,0.12
41,0,沟通生产和消费、城市与农村、工业与农业的桥梁和纽带是____ A. 交通运输业 B. 邮电业 C. 商业 D. 服务业 答案：,,C,,C,llama-7b-hf,740,738,2,0.0,0.09
42,0,关于太空垃圾的叙述，正确的是____ A. 太空垃圾主要指宇宙空间不规则运行的小天体 B. 太空垃圾对航天器没有多大危害 C. 航天员扔出飞船舱外的垃圾是太空垃圾的来源之一 D. 太空垃圾已严重污染了地球大气环境、危害人类健康 答案：,,C,,C,llama-7b-hf,836,834,2,0.0,0.11
43,0,形成风的直接原因是____ A. 水平气压梯度力 B. 空气的上升或下沉 C. 地转偏向力 D. 摩擦力 答案：,,C,,C,llama-7b-hf,735,733,2,0.0,0.1
44,0,关于西部开发的战略部署，要求根据各地区的区域特征，积极发展有特色的优势产业，推进重点地带开发。以下各地区与其特色农业发展方向相一致的是____ A. 北疆地区——苹果园、奶业、茶叶 B. 河湟谷地——棉花、奶业生产基地 C. 渭河平原——棉花、制糖、番茄、葡萄酒业 D. 云贵地区——烤烟、花卉、药用植物 答案：,,C,,C,llama-7b-hf,891,889,2,0.0,0.12
45,0,土壤中的矿物养分主要来源于：____ A. 矿物质 B. 有机质 C. 水分 D. 空气 答案：,,C,,C,llama-7b-hf,721,719,2,0.0,0.1
46,0,下列关于板块构造学说的叙述：①全球地壳划分为六大板块；②板块交界处为地震和火山集中分布地带；③在板块张裂处常形成海沟；④澳大利亚大陆属于印度洋板块。其中正确的是____ A. ①② B. ②③ C. ②④ D. ①④ 答案：,,C,,C,llama-7b-hf,839,837,2,0.0,0.12
47,0,海洋是大气主要的：____ A. 物质和氧气的主要来源 B. 热量和水分的主要来源 C. 氮气和水分的主要来源 D. 热量和二氧化碳的主要来源 答案：,,C,,C,llama-7b-hf,754,752,2,0.0,0.09
48,0,夏季，新疆棉田无人机植保选择在夜间喷洒作业，主要目的是____ A. 减少农药对田间务农人员的误伤 B. 减少农药挥发，杀虫效果更佳 C. 降低无人机植保人员的工作强度 D. 避免大风天气，减少药液飘移 答案：,,C,,C,llama-7b-hf,828,826,2,0.0,0.11
49,0,有关冬季参加体育运动的说法，不宜提倡的是____ A. 日出前后运动 B. 远离交通主干道 C. 河（湖）边慢跑 D. 避免浓雾天晨运 答案：,,C,,C,llama-7b-hf,758,756,2,0.0,0.09
50,0,亚马孙雨林破坏严重，关于破坏原因的叙述，错误的是____ A. 过度的迁移农业 B. 商业性伐木 C. 采矿修路、城镇建设 D. 建立自然保护区 答案：,,C,,C,llama-7b-hf,769,767,2,0.0,0.1
51,0,最适宜推广无人机植保喷洒除虫的是____ A. 密集种植、叶片较小的低秆作物 B. 稀疏种植、叶片较小的低秆作物 C. 密集种植、叶片较大的高秆作物 D. 稀疏种植、叶片较大的高秆作物 答案：,,C,,C,llama-7b-hf,813,811,2,0.0,0.11
52,0,下面各项中，适宜应用遥感技术的是____ A. 人口普查 B. 森林普查 C. 交通定位导航 D. 确定某点高程 答案：,,C,,C,llama-7b-hf,737,735,2,0.0,0.1
53,0,风成地貌（风力侵蚀、搬运、堆积）景观广泛呈现的地区是____ A. 四川盆地 B. 新疆南疆 C. 福建沿海 D. 东北平原 答案：,,C,,C,llama-7b-hf,755,753,2,0.0,0.1
54,0,墨脱公路建成后有利于____ A. 发挥该县的交通优势 B. 加强对外物资和文化的交流 C. 改善生态环境 D. 将经济优势转化为资源优势 答案：,,C,,C,llama-7b-hf,764,762,2,0.0,0.09
55,0,全球只有一个的气压带是____ A. 赤道低气压带 B. 副热带高气压带 C. 副极地低气压带 D. 极地高气压带 答案：,,C,,C,llama-7b-hf,766,764,2,0.0,0.09
56,0,“寒冻风化作业强烈”是以下哪个自然区的特征____ A. 东部季风区 B. 青藏高寒区 C. 西北干旱半干旱区 D. 东部季风区的北方地区 答案：,,C,,C,llama-7b-hf,766,764,2,0.0,0.09
57,0,关于产业升级和产业转移，下列说法错误的是____ A. 就业人口第一产业逐渐减少，第二产业先降后增，第三产业稳步增加 B. 一般而言，从一个区域三大产业所占比重来看，第三产业比重越大，经济发展水平越高 C. 改革开放以来，珠江三角洲已经实现了两次大规模的产业转移 D. 社会经济发展不平衡是产业转移的主要原因 答案：,,C,,C,llama-7b-hf,875,873,2,0.0,0.12
58,0,印度享有“世界药房”声誉的主导因素是____ A. 原料 B. 市场 C. 政策 D. 劳动力 答案：,,C,,C,llama-7b-hf,724,722,2,0.0,0.09
59,0,"据报载，我国江西省中南部山区出现大片“红色荒漠”，即在亚热带湿润的岩溶地区，土壤遭受严重侵蚀，基岩裸露，地表出现类似荒漠化景观的土地退化现象,“红色荒漠”形成的自然原因主要是____ A. 风化作用 B. 风蚀作用 C. 水蚀作用 D. 沉积作用 答案：",,C,,C,llama-7b-hf,848,846,2,0.0,0.11
60,0,可持续发展从观念走向实践的必要条件是：____ A. 工厂实行清洁生产 B. 公众认识、接受和积极参与 C. 实行环境标志认证 D. 决策者的观念转变与行为改变 答案：,,C,,C,llama-7b-hf,783,781,2,0.0,0.11
61,0,拟在我国东南沿海某地建一化工厂，厂址宜选择在居民区的：____ A. 西北方向 B. 南北方向 C. 东北方向 D. 东西方向 答案：,,C,,C,llama-7b-hf,740,738,2,0.0,0.09
62,0,推测今年三星电子关闭中国手机工厂的主要原因是____ A. 中国国产手机崛起，三星手机消费市场缩减 B. 中国市场的物流体系搭建不够完善，企业运输成本上升 C. 中国加大环境保护力度，企业环保费用升高，利润减少 D. 中国对于世界高端制造业的吸引力正在减弱 答案：,,C,,C,llama-7b-hf,843,841,2,0.0,0.12
63,0,下列说法哪一个是我国西北干旱半干旱自然区的写照____ A. 早穿皮袄午穿纱，晚上围着火炉吃西瓜 B. 夏季高温多雨，冬季严寒干燥 C. 一山有四季，十里不同天 D. 天无三日晴，地无三里平 答案：,,C,,C,llama-7b-hf,820,818,2,0.0,0.11
64,0,"造成全球变暖的的原因是____ ①SO2、NO2大量排放    ② CO2大量排放     ③ 水土流失   ④ 酸雨  ⑤ 化石燃料大量燃烧    ⑥ 森林遭破坏 A. ①③④ B. ②⑤⑥ C. ④⑤⑥ D. ①②④ 答案：",,C,,C,llama-7b-hf,815,813,2,0.0,0.11
65,0,下列地区属于新兴工业区的是：____ A. 德国南部地区 B. 英国中部地区 C. 美国东北部地区 D. 意大利南部地区 答案：,,C,,C,llama-7b-hf,723,721,2,0.0,0.1
66,0,山西建设坑口电站，不能达到的目标是____ A. 减轻铁路运输压力 B. 改善能源输出方式 C. 增加经济产值 D. 降低省内环境污染 答案：,,C,,C,llama-7b-hf,760,758,2,0.0,0.09
67,0,关于循环经济的叙述不正确的是____ A. 循环经济在工业上的具体体现是提高工艺水平，降低生产过程中的污染 B. 循环经济在农村的具体体现是建设生态农业 C. 循环经济在消费观念上体现为绿色消费 D. 循环经济的主要原则是3R（Reduce、Recycle、Reuse）原则 答案：,,C,,C,llama-7b-hf,853,851,2,0.0,0.12
68,0,人地关系全面呈现不协调、人地矛盾迅速激化的时期是____ A. 采猎文明时期 B. 农业文明时期 C. 工业文明时期 D. 近20年来 答案：,,C,,C,llama-7b-hf,748,746,2,0.0,0.09
69,0,多云阴雨的白天，气温较低，主要是因为大气的____ A. 吸收作用强 B. 反射作用强 C. 散射作用弱 D. 保温作用弱 答案：,,C,,C,llama-7b-hf,756,754,2,0.0,0.1
70,0,目前，我国的城市绝大多数分布在____ A. 第一阶梯 B. 第二阶梯 C. 第三阶梯 D. 沿海地区 答案：,,C,,C,llama-7b-hf,730,728,2,0.0,0.09
71,0,"从东部季风区到西北干旱区再到青藏高寒区____  ①区域面积依次减少，人口比重依次减小  ②地势逐级升高，降水逐渐减少  ③人类活动渐次加强，自然状态变化逐渐变大  ④土壤发育程度逐步降低，生物种类越来越少 A. ①② B. ②④ C. ①④ D. ①③ 答案：",,C,,C,llama-7b-hf,878,876,2,0.0,0.11
72,0,造成这种环境问题的主要人为原因是____ A. 降水少 B. 土壤疏松，降水变率大 C. 过度放牧和过度樵采 D. 干旱和大风现象 答案：,,C,,C,llama-7b-hf,754,752,2,0.0,0.09
73,0,在我国西部大开发的过程中，应该____ A. 向西部大规模移民，以减轻东部的环境压力 B. 在西部大范围垦荒，兴建大型商品粮基地 C. 把发展经济放在首位，加速开发西部的石油、天然气资源，并向东部输送 D. 控制人口增长，提高人口素质 答案：,,C,,C,llama-7b-hf,816,814,2,0.0,0.11
74,0,地球表面物理风化作用最弱的自然带是____。 A. 温带荒漠带 B. 温带草原带 C. 热带雨林带 D. 亚寒带针叶林带 答案：,,C,,C,llama-7b-hf,765,763,2,0.0,0.1
75,0,黎明前东方天际先泛起“鱼肚白”是由于大气对太阳光的____ A. 散射作用 B. 反射作用 C. 吸收作用 D. 辐射作用 答案：,,C,,C,llama-7b-hf,748,746,2,0.0,0.09
76,0,珠江三角洲地区工业化进程中前后两个发展阶段的主导产业分别是____ A. 原料导向型产业、动力导向型产业 B. 劳动力导向型产业、市场导向型产 C. 高新技术产业、劳动密集型产业 D. 劳动密集型产业、高新技术产业 答案：,,C,,C,llama-7b-hf,804,802,2,0.0,0.11
77,0,"印度参与我国“一带一路”建设的优势有____ ①濒临印度洋,对外交通便利     ②自然资源丰富,有利于经济发展 ③人口众多,有利于参与全球分工 ④国内资金雄厚,有利于参与“一带一路”建设 A. ①②③ B. ②③④ C. ①②④ D. ①③④ 答案：",,C,,C,llama-7b-hf,845,843,2,0.0,0.12
78,0,人地关系处于“利用、改造自然”的时候，对应着陆地环境影响人类活动的哪一个阶段____ A. 采集和狩猎阶段 B. 农业社会阶段 C. 工业社会阶段 D. 后工业化阶段 答案：,,C,,C,llama-7b-hf,776,774,2,0.0,0.1
79,0,下列有关自然资源的叙述正确的是：____ A. 直接从自然环境中获取的物质和能量 B. 土地资源是不可再生资源 C. 陆地自然资源取之不尽 D. 直接从自然环境中获取并用于生产和生活的物质和能量 答案：,,C,,C,llama-7b-hf,790,788,2,0.0,0.11
80,0,有关季风的正确叙述是____ A. 季风环流不属于大气环流 B. 我国不受西南季风的影响 C. 海陆热力性质的差异是形成季风的重要原因 D. 气压带和风带位置的季节移动是形成东亚季风的重要原因 答案：,,C,,C,llama-7b-hf,817,815,2,0.0,0.12
81,0,关于环境污染的叙述，正确的是：____ A. 环境问题是工业社会的产物 B. 乡村地区不会产生“白色污染” C. 土地盐碱化是自然原因产生的 D. 燃烧矿物燃料是造成大气污染的主要原因 答案：,,C,,C,llama-7b-hf,799,797,2,0.0,0.11
82,0,我国牧区与农耕区的分界线大致相当____ A. 地势第一、第二级阶梯分界线 B. 400毫米等降水量线 C. 季风区与非季风区分界线 D. 外流区与内流区分界线 答案：,,C,,C,llama-7b-hf,771,769,2,0.0,0.11
83,0,下列天体中距离地球最近的是____ A. 太阳 B. 月球 C. 金星 D. 火星 答案：,,A,,A,llama-7b-hf,708,706,2,0.0,0.09
84,0,地壳中含量最多的两种元素是：____ A. 硅、钠 B. 氧、铝 C. 氧、硅 D. 钾、镁 答案：,,C,,C,llama-7b-hf,729,727,2,0.0,0.1
85,0,世界发达国家城市化达到高潮的时期是：____ A. 1925年 B. 1750年前后 C. 二战以后 D. 1970年以后 答案：,,C,,C,llama-7b-hf,728,726,2,0.0,0.09
86,0,内蒙古、新疆建设花卉生产基地的优势是____ A. 土地广 B. 光照强 C. 气温高 D. 降水多 答案：,,C,,C,llama-7b-hf,735,733,2,0.0,0.1
87,0,"关于水平气压梯度力的叙述,正确的是____ A. 等压线越稀疏,表明水平气压梯度力越大 B. 水平气压梯度力方向始终与等压线垂直并指向低压 C. 水平气压梯度力方向始终与风向相同 D. 水平气压梯度力方向始终与风向垂直 答案：",,C,,C,llama-7b-hf,832,830,2,0.0,0.11
88,0,关于我国三大自然区分布的叙述，正确的是____ A. 都兼跨内外流区域 B. 都兼跨三级阶梯 C. 都兼跨四类干湿区 D. 都兼跨四个温度带 答案：,,C,,C,llama-7b-hf,769,767,2,0.0,0.1
89,0,下列属于天体的是____ A. 天空中的云 B. 陨石 C. 山顶坠落的巨大石块 D. 星际空间的气体 答案：,,C,,C,llama-7b-hf,730,728,2,0.0,0.09
90,0,下列有关区域的说法，正确的是____ A. 区域都有明确的界线 B. 区域内部差异明显，区域之间某些特征相对一致 C. 区域是主观任意划分的 D. 区域根据一定的指标划分的，既可以是单一指标，也可采用综合指标 答案：,,C,,C,llama-7b-hf,801,799,2,0.0,0.11
91,0,“不违农时”体现了农业生产的：____ A. 地域性特点 B. 季节性特点 C. 周期性特点 D. 连续性特点 答案：,,C,,C,llama-7b-hf,732,730,2,0.0,0.09
92,0,从自然条件上看，荷兰并不适合栽培鲜花，主要原因是____ A. 温带海洋性气候，热量、光照不足 B. 温带大陆性气候，降水稀少 C. 土壤贫瘠，难以改良 D. 自然灾害频繁 答案：,,C,,C,llama-7b-hf,799,797,2,0.0,0.11
93,0,形成酸雨的主要有害气体是：____ A. 二氧化硫和氮氧化物 B. 一氧化碳和氮氧化物 C. 氮氧化物和二氧化碳 D. 二氧化碳和二氧化硫 答案：,,A,,A,llama-7b-hf,772,770,2,0.0,0.1
94,0,下列有关天体的叙述，正确的是：____ A. 星光闪烁的恒星 B. 拖着长尾的流星 C. 一闪即逝的彗星 D. 圆缺多变的行星 答案：,,C,,C,llama-7b-hf,752,750,2,0.0,0.09
95,0,西岛位于海南省三亚湾内，地形以丘陵为主，海底海滩多珊瑚、贝壳等。西岛不仅有美丽的海岛森林风光，还有独特而古老的民居——珊瑚石古屋。这些古屋是上百年以前渔民拾取台风季节冲上岸的石头建造而成，门窗低而小。目前仅存约200座，而且年久失修，破旧不堪。西岛早期渔民选用珊瑚石建房的主要原因是当地____ A. 珊瑚石料美观 B. 经济发展落后 C. 珊瑚石料丰富 D. 木材原料稀少 答案：,,C,,C,llama-7b-hf,946,944,2,0.0,0.12
96,0,解决城市交通环境污染的方法不合理的是：____ A. 实施减少汽车尾气污染的技术措施 B. 广种花草树木，绿化美化交通道路 C. 合理规划城市道路 D. 限制城市汽车数量 答案：,,C,,C,llama-7b-hf,790,788,2,0.0,0.11
97,0,"下列区域具有明确边界的是____  ①行政区 ②自然带 ③热量带 ④干湿地区 ⑤三江平原 ⑥山东省青岛市 A. ①②③ B. ③④⑤ C. ①⑤⑥ D. ①⑥ 答案：",,C,,C,llama-7b-hf,794,792,2,0.0,0.1
98,0,若黄赤交角变为30°时，下列说法：①太阳辐射点南北移动幅度大了；②寒带的范围变小了；③各地昼夜长短变化大了；④温带的范围是纬度30°～60°。其中说法正确的是____ A. ①②③ B. ②③④ C. ①③④ D. ①②④ 答案：,,C,,C,llama-7b-hf,836,834,2,0.0,0.11
99,0,如果黄赤交角不存在，下列哪种现象将不会产生：____ A. 太阳直射点的位置不变 B. 大气运动方向永远不变 C. 没有热带和寒带 D. 气压带和风带和季节移动 答案：,,C,,C,llama-7b-hf,773,771,2,0.0,0.11
100,0,在土壤形成中起主导作用的是：____ A. 生物 B. 水分 C. 大气 D. 岩石 答案：,,C,,C,llama-7b-hf,709,707,2,0.0,0.1
101,0,"发展中国家人口增长迅速，其带来的不良后果是：____ ①劳动力充足，有利于自然资源的开发②对资源需求迅速增加，不利于资源的合理利用③资源的不合理利用，扩大了消费市场，促进了生产发展④阻碍了经济发展和人民生活水平的提高，片面追求经济增长 A. ①② B. ②④ C. ①③ D. ③④ 答案：",,C,,C,llama-7b-hf,871,869,2,0.0,0.12
102,0,关于我国自然地理要素分布规律的叙述，错误的是____ A. 我国地势西高东低，呈三级阶梯状分布 B. 我国的年平均降水量分布从东南沿海向西北内陆递减 C. 等温线在青藏高原出现向北弯曲的状况 D. 东部季风区的河流多为外流河，径流的季节变化明显 答案：,,C,,C,llama-7b-hf,833,831,2,0.0,0.11
103,0,"大陆性季风气候显著是我国东部季风区最突出的气候特征，能说明我国的季风气候具有显著的大陆性特点的有____  ①我国大部地区的气温年较差比世界同纬度地区偏大  ②我国大部地区的降水比世界同纬度地区偏多  ③我国大部地区的气温、降水的季节变化和年际变化都较大  ④我国有多种多样的温度带和于湿区，气候复杂多样 A. ①③ B. ②③ C. ③④ D. ②③ 答案：",,C,,C,llama-7b-hf,943,941,2,0.0,0.14
104,0,关于新疆和西藏两个区域的比较，正确的是____ A. 新疆的面积比西藏大，但人口比西藏少 B. 新疆位于我国地势的第二级阶梯，西藏则位于第三阶梯 C. 新疆和西藏都属于温带大陆性气候 D. 种植业类型新疆为绿洲农业，西藏为河谷农业 答案：,,C,,C,llama-7b-hf,824,822,2,0.0,0.11
