id,evaluation,question,answer_target,answer_model,explanation,completion,model,tokens,tokens_prompt,tokens_completion,cost,latency
10,0,将长度为N的单链表链接在长度为M的单链表之后的算法的时间复杂度为____ A. O(1) B. O(N) C. O(M) D. O(M+N) 答案：,,B,,B,llama-7b-hf,821,819,2,0.0,0.11
11,0,下列关于重载函数和虚函数的说法中，错误的是____ A. 重载函数在类型和参数数量上一定不相同，而覆盖的虚函数则要求参数的类型和个数、函数返回类型相同。 B. 只有类的成员函数可以是虚函数，重载函数既可以是成员函数之间重载，也可以是全局函数之间重载。 C. 构造函数可以重载，但不能是虚函数。 D. 析构函数不能作为虚函数。 答案：,,A,,A,llama-7b-hf,931,929,2,0.0,0.14
12,0,以下说法正确的是____ A. 同一个运算符可以被重载多次； B. C++已有的运算符都可以重载; C. 自增运算符重载时，重载函数不允许有输入参数； D. 运算符函数的返回类型不能声明为基本数据类型。 答案：,,C,,C,llama-7b-hf,854,852,2,0.0,0.11
13,0,下面程序段的时间复杂度是____。 for(i=0;i<m;i++) for(j=0;j<n;j++) a[i][j]=i*j; A. O(m^2) B. O(n^2) C. O(m*n) D. O(m+n) 答案：,,B,,B,llama-7b-hf,839,837,2,0.0,0.12
14,0,某二叉树有N个节点，高度为，在其中插入一个新的节点，高度发生改变的节点个数最多为____ A. O(1) B. O(N) C. O(h) D. O(hlog_2N) 答案：,,C,,C,llama-7b-hf,831,829,2,0.0,0.11
15,0,对已十分接近按键值排序的初始序列，插入法、归并法和一般的快速分类法对其排序，算法的时间复杂度各为____。 A. O(N)，O(N)，O(N) B. O(N)，O(Nlog_2N)，O(Nlog_2N) C. O(N)，O(Nlog_2N) O(N^2) D. O(N^2)，O(Nlog_2N)，O(N^2) 答案：,,C,,C,llama-7b-hf,907,905,2,0.0,0.13
16,0,"分别按照下列序列构造二叉查找树，与用其它三个序列所构造的结果不同的是____ A. ( 105, 84, 97， 63， 122, 118, 131 ) B. ( 105, 122, 118, 131, 84, 63, 97 ) C. ( 105, 63, 84, 97, 122, 118, 131 ) D. ( 105, 84, 63, 97, 122, 131, 118 ) 答案：",,C,,C,llama-7b-hf,941,939,2,0.0,0.14
17,0,以下代码能够通过编译的是____ A. class A { public: A* a;  }; int main() {A a; return 0;} B. class B { public: B& b; }; int main() {B b; return 0;} C. class C { public: 		C c; }; int main() {C c; return 0;} D. class E {}; class D { 	public: 			E& d; }; int main() {D d; return 0;} 答案：,,B,,B,llama-7b-hf,889,887,2,0.0,0.12
18,0,在C++语言中，自定义的标识符____ A. 能使用关键字并且不区分大小写 B. 能使用关键字并且区分大小写 C. 不能使用关键字并且不区分大小写 D. 不能使用关键字并且区分大小写 答案：,,C,,C,llama-7b-hf,855,853,2,0.0,0.12
19,0,"若以一个大小为6的数组来实现循环队列，当前的rear和front的位置分别为0和3，当依次执行：两次出队、两次入队、一次出队后，当前rear和front位置分别是____ A. 5,1 B. 2,5 C. 2,0 D. 4,0 答案：",,C,,C,llama-7b-hf,868,866,2,0.0,0.11
20,0,"已知函数定义的形式如下： struct data f(void) {…} 则函数f____ A. 没有参数，返回值是一个结构 B. 有一个参数void,返回值是一个结构 C. 没有参数，返回值是一个结构指针 D. 有一个参数void,返回值是一个结构指针 答案：",,B,,B,llama-7b-hf,859,857,2,0.0,0.12
21,0,下列关于哈希查找的说法正确的是____ A. 哈希函数构造得越复杂越好， 因为这样随机性好， 冲突小 B. 除留余数法是所存哈希函数中最好的。 C. 不存在特别好与坏的哈希函数， 视情况而定。 D. 在哈希表中删除一个元素， 不管用何种方法解决冲突都只需简单地将该元素刪去即司 答案：,,C,,C,llama-7b-hf,927,925,2,0.0,0.14
22,0,快速构建适用于不同场景的程序框架____ A. 行为型 B. 结构型 C. 组合型 D. 创建型 答案：,,C,,C,llama-7b-hf,803,801,2,0.0,0.11
23,0,在常用的描述二叉查找树的存储结构中，关键字值最大的结点____。 A. 左指针一定为空 B. 右指针一定为空 C. 左右指针均为空 D. 左右指针均不为空 答案：,,C,,C,llama-7b-hf,850,848,2,0.0,0.11
24,0,"在C语言中，下列表达式的值最大的是____ A. sizeof('a'); B. sizeof(97); C. sizeof(""aaaa""); D. sizeof(97.0); 答案：",,C,,C,llama-7b-hf,800,798,2,0.0,0.11
25,0,对于一个具有n个顶点和e条边的无向图，进行拓扑排序时，总的时间为____ A. n B. n+1 C. n-1 D. n+e 答案：,,C,,C,llama-7b-hf,817,815,2,0.0,0.11
26,0,C++语言建立类族是通过____ A. 类的嵌套 B. 类的继承 C. 虚函数 D. 抽象类 答案：,,B,,B,llama-7b-hf,804,802,2,0.0,0.11
27,0,对于一个头指针为head的带头结点的单链表，判定该表为空表的条件是____ A. head==NULL B. head->next=NULL C. head->next==head D. head!=NULL 答案：,,D,,D,llama-7b-hf,815,813,2,0.0,0.11
28,0,在public继承的情况下，派生类对象对基类中的public成员、protected成员和private成员的访问特性是____ A. 只有 public 成员可以访问 B. 只有 private 成员不可以访问 C. public 成员和 protected 成员可以访问 D. 三种成员都可以访问 答案：,,C,,C,llama-7b-hf,863,861,2,0.0,0.12
29,0,在c++中，定义了以下的一个类 class example { private: int data; public: int set(int param); }; 下列操作____是正确的 A. example object; object.data=10; B. example object; data=object.set(10); C. example object; object.data=object.set(10) D. example object; 答案：,,B,,B,llama-7b-hf,852,850,2,0.0,0.11
30,0,"#include<iostream.h> class One { public: void display(){cout<<""1""<<"""";} }; class Two:public One { public: void display(){cout<<""2""<<"""";} }; void main() { One first; Two second; first.display(); second.display(); One *p=&first; p->display(); p=&second; p->display(); }在 C++中，以上程序的运行结果为____。 A. 1 1 1 2 B. 1 2 1 2 C. 1 2 1 1 D. 2 1 1 2 答案：",,B,,B,llama-7b-hf,916,914,2,0.0,0.13
31,0,以下对模板方法和策略模式说法不正确的是：____ A. 在设计思路上，模板方法模式优先考虑组合，策略模式优先考虑继承 B. 使用模板方法可以定义抽象概念，拥有不同的实现 C. 使用策略模式可以减小单一类承担的指责 D. 使用模板方法和策略模式定义的抽象概念时，都直接使用接口类来引用这一概念 答案：,,C,,C,llama-7b-hf,958,956,2,0.0,0.13
32,0,一个文件中的全局变量，如果不允许其他的文件引用，则需要在声明时加上____关键词。 A. auto B. register C. extern D. static 答案：,,C,,C,llama-7b-hf,814,812,2,0.0,0.11
33,0,时间复杂度不受数据初始状态影响而恒为O(Nlog_2N)的是____ A. 堆排序 B. 冒泡排序 C. 希尔排序 D. 快速排序 答案：,,C,,C,llama-7b-hf,834,832,2,0.0,0.11
34,0,"下列语句正确的是____ A. char a[2]={a}; B. char 3a=\0'; C. char a[]='abc'; D. char a= ""\0""; 答案：",,C,,C,llama-7b-hf,800,798,2,0.0,0.11
35,0,"有如下程序段，则以下选项中哪一项不可能导致it失效： 	#include<vector> 	using namespace std; 	int main(){ 		vector<int>vec; 		... 		auto it=vec.begin()+5;//假设此时vec的长度大于5 		... 	}____ A. vec.push_back(2); B. vec.erase(vec.begin()); C. vec.insert(it, 2); D. vec[5] = 2; 答案：",,C,,C,llama-7b-hf,891,889,2,0.0,0.12
36,0,"以下说法正确的是____ A. 在 二叉査找树中， 最大的元素一定存放在叶结点中 B. 已知二叉树的前序遍历序列和后序遍历序列， 可以唯一确定这棵二叉树 C. 若初始森林中共有 n 棵二叉树， 最终求得的哈夫曼树共有 2n+1 个结点 D. 已知树的前序遍历序列和后序遍历序列, 可以唯一确定这棵树 答案：",,C,,C,llama-7b-hf,955,953,2,0.0,0.14
37,0,"广义表((a),a)的表尾是____. A. a B. (a) C. () D. ((a)) 答案：",,C,,C,llama-7b-hf,784,782,2,0.0,0.11
38,0,若某线性表最常用的操作是读取第i个元素和第i个元素的前趋元素，则采用下面哪种存储方式最节省运算时间？____ A. 单链表 B. 顺序表 C. 双链表 D. 单循环链表 答案：,,C,,C,llama-7b-hf,855,853,2,0.0,0.12
39,0,下列说法是在描述适配器模式的是____ A. 将一个类的接口转换成客户希望的另外一个接口。本模式使得原本由于接口不兼容而不能一起工作的那些类可以一起工作； B. 定义一个用于创建对象的接口，让子类决定实例化哪一个类； C. 表示一个作用于某对象结构中的各元素的操作。它使你可以在不改变各元素的类的前提下定义作用于这些元素的新操作； D. 将一个请求封装为一个对象，从而可用不同的请求对客户进行参数化；对请求排队或记录请求日志，以及支持可撤消的操作。 答案：,,C,,C,llama-7b-hf,1003,1001,2,0.0,0.14
40,0,下面关于虚函数的描述，错误的是____ A. 在成员函数声明的前面加上 virtual 修饰，就可把该函数声明为虚函数 B. 基类中说明了虚函数后，派生类中对应的函数也必须说明为虚函数 C. 虚函数可以是另一个类的友元函数，但不能是静态成员函数 D. 基类中说明的纯虚函数在其任何派生类中都必须实现 答案：,,D,,D,llama-7b-hf,931,929,2,0.0,0.14
41,0,正常情况下，删除非空的顺序存储结构的堆栈的栈项元素，栈顶指针top的变化是____。 A. top不变 B. top=0 C. top=top+1 D. top=top-1 答案：,,C,,C,llama-7b-hf,833,831,2,0.0,0.12
42,0,若类B是从类A派生而来，而语句p.Do();在被多次执行时，有的时候调用的是类A的Do成员函数，有的时候调用的是类B的Do成员函数，那么p的类型可以是____ A. A & B. A * C. B D. A 答案：,,B,,B,llama-7b-hf,845,843,2,0.0,0.12
43,0,深度为5的二叉树其结点数最多为____ A. 16 B. 30 C. 31 D. 32 答案：,,C,,C,llama-7b-hf,794,792,2,0.0,0.1
44,0,下列关于图遍历的说法不正确的是____ A. 连通图的深度优先搜索是一个递归过程 B. 图的广度优先搜索中邻接点的寻找具有“ 先进先出” 的特征 C. 非连通图不能用深度优先搜索法 D. 图的遍历要求每一顶点仅被访问一次 答案：,,D,,D,llama-7b-hf,897,895,2,0.0,0.12
45,0,设有50000个待排序的记录关键字，如果需要用最快的方法选出其中最小的10个记录关键字，则用下列____方法可以达到此目的。 A. 快速排序 B. 选择排序 C. 归并排序 D. 插入排序 答案：,,C,,C,llama-7b-hf,867,865,2,0.0,0.12
46,0,以下说法正确的是____ A. 派生类会继承基类的数据成员、函数成员和重载赋值运算符； B. 基类中没有指定访问说明符时，编译器将默认该说明符是public； C. 派生类不会继承基类的构造函数，因此不能用于创建派生类对象的基类部分； D. 派生类的构造函数可以调用特定的基类构造函数，间接访问基类的私有成员。 答案：,,A,,A,llama-7b-hf,923,921,2,0.0,0.14
47,0,以下关于迭代器模式的说法不正确的是：____ A. 迭代器是对“数据访问”设计的接口 B. 迭代器提供一种方法访问一个聚合对象中各个元素，而不用关心具体存储类的算法 C. 迭代器模式中，编写上层代码时需要根据使用需求和性能需求同时使用迭代器和存储类的方法对存储的数据进行访问 D. 迭代器类通常设计为存储类的友元，从而迭代器类可以访问存储类内部的数据 答案：,,C,,C,llama-7b-hf,964,962,2,0.0,0.13
48,0,在10阶B-树中根结点所包含的关键码个数最多为____ A. 1 B. 2 C. 9 D. 10 答案：,,C,,C,llama-7b-hf,803,801,2,0.0,0.11
49,0,"字符指针和字符数组均可以作为C风格字符串首地址，但是二者是有区别的。观察以下程序 int main(){ char*a=""Hello""; char b[]=""World""; cout<<a[0]<<endl;//① a[0]='h';//② cout<<b[0]<<endl;//③ b[0]='w';//④ return 0; } 则下列说法正确的是____ A. 程序无法通过编译 B. 程序在执行到第②条语句会有运行错误 C. 程序在执行到第④条语句会有运行错误 D. 程序可以正常运行 答案：",,C,,C,llama-7b-hf,976,974,2,0.0,0.13
50,0,int a[4][5];则和a[3][2]的值等价的表达式为____ A. *(*a[3]+2) B. *(a+17) C. *((a+3)+2) D. *(a[3]+2) 答案：,,C,,C,llama-7b-hf,820,818,2,0.0,0.11
51,0,静态链表中指针表示的是____ A. 内存地址 B. 数组下标 C. 下一元素地址 D. 左、右孩子地址 答案：,,C,,C,llama-7b-hf,807,805,2,0.0,0.11
52,0,下列关于类对象说法错误的是：____ A. 函数静态对象，在程序执行到该局部静态对象的代码时被初始化；程序第二次执行到该对象代码时，不再初始化 B. 在不同编译单元中，全局对象的初始化顺序不确定 C. 当A类对象是B类的常量静态成员时，可以在B类内初始化 D. 当A类对象是B类的静态非常量成员变量时，只能在B类外初始化 答案：,,C,,C,llama-7b-hf,925,923,2,0.0,0.14
53,0,"设一组初始记录关键字序列为（25,50,15,35,80,85,20,40,36,70)，其中含有5个长度为2的有序子表，则用归并排序的方法对该记录关键字序列进行一趟归并后的结果为____ A. 15， 25， 35， 50， 20， 40， 80， 85， 36， 70 B. 15， 25， 35， 50， 80， 20， 85， 40， 70， 36 C. 15， 25， 35， 50， 80， 85, 20， 36， 40, 70 D. 15, 25, 35, 50, 80, 20, 36, 40, 70, 85 答案：",,C,,C,llama-7b-hf,1023,1021,2,0.0,0.14
54,0,"若B知一个栈的入找序列是1,2,3,...,n.其输出序列为pi,p2.p3,…,pN,若pN是n,则pi是____ A. i B. n-i C. n-i+1 D. 不确定 答案：",,C,,C,llama-7b-hf,828,826,2,0.0,0.11
55,0,稳定的排序方法是：____ A. 直接插入排序和快速排序 B. 二分插入排序和冒泡排序 C. 直接选择排序和四路归并排序 D. 堆排序和希尔排序 答案：,,C,,C,llama-7b-hf,855,853,2,0.0,0.12
56,0,"如果class类中的所有成员在定义时都没有使用关键字pubilc,private,protected，则所有成员缺省定义为：____。 A. public B. protected C. private D. static 答案：",,C,,C,llama-7b-hf,813,811,2,0.0,0.11
57,0,下列关于AOE网的叙述中，不正确的是____。 A. 某些关键活动提前，则整个工程将会提前完成 B. 任一关键活动提前，则整个工程将会提前完成 C. 所有关键活动提前，则整个工程将会提前完成 D. 关键活动不按期完成会影响整个工程的完成时间 答案：,,C,,C,llama-7b-hf,891,889,2,0.0,0.12
58,0,具有线性结构的数据结构是____。 A. 图 B. 树 C. 广义表 D. 栈 答案：,,C,,C,llama-7b-hf,792,790,2,0.0,0.11
59,0,设有一个递归算法如下 int x(int n){ if(n<=3)return 1; else return x(n-2)+x(n-4)+1;} 试问计算x(x(8))时需要计算____次x函数。 A. 8次 B. 9次 C. 16次 D. 18次 答案：,,C,,C,llama-7b-hf,847,845,2,0.0,0.12
60,0,静态成员函数不能说明为____。 A. 整型函数 B. 浮点函数 C. 虚函数 D. 字符型函数 答案：,,C,,C,llama-7b-hf,803,801,2,0.0,0.11
61,0,二叉查找树的查找效率与二叉树的____有关。 A. 高度 B. 结点的多少 C. 树型 D. 结点的位置 答案：,,C,,C,llama-7b-hf,815,813,2,0.0,0.11
62,0,"广义表G=(a,b(c,d,(e,f)),g)的长度是____。 A. 3 B. 4 C. 7 D. 8 答案：",,C,,C,llama-7b-hf,795,793,2,0.0,0.11
63,0,"当使用ifstream流类定义一个流对象并打开一个磁盘文件file时，与语句：ifstream infile; infile.open(""file”)；等价的文件的打开方式为____ A. ofstream infile; infile.open(""file""); B. ifstream infile; infile.open(""file"", ifstream::out ); C. ifstream infile(""file""); D. fstream infile; infile.open(""file""); 答案：",,C,,C,llama-7b-hf,874,872,2,0.0,0.11
64,0,用函数H(k)=key%17构造散列表，则链地址法解决冲突需____个链表。 A. 17 B. 13 C. 16 D. 任意 答案：,,C,,C,llama-7b-hf,818,816,2,0.0,0.1
65,0,二叉树先序遍历x在y之前，后序遍历x在y之后，则x是y的____。 A. 左兄弟 B. 右兄弟 C. 祖先 D. 后裔 答案：,,B,,B,llama-7b-hf,830,828,2,0.0,0.11
66,0,"依次在初始为空的队列中插入元素a,b,c,d以后，紧接若做了两次删除操作，此时的队头元素是____。 A. a B. b C. c D. d 答案：",,C,,C,llama-7b-hf,825,823,2,0.0,0.11
67,0,"五节车厢以编号1,2,3,4,5顺序进入铁路调度站（栈），可以得到____的编组。 A. 3,4,5,1,2 B. 2,4,1,3,5 C. 3,5,4,2,1 D. 1,3,5,2,4 答案：",,C,,C,llama-7b-hf,850,848,2,0.0,0.11
68,0,C++对C语言作了很多改进，下列描述中____使得C语言发生了质变，从面向过程变成了面向对象。 A. 增加了一些新的运算符； B. 允许函数重载， 并允许设置缺省参数: C. 规定函数说明必须用原型； D. 弓I进了类和对象的概念； 答案：,,C,,C,llama-7b-hf,892,890,2,0.0,0.11
69,0,"若有以下定义和语句，则不能合法表示a数组元素的是:____ char a[]=""abcdefg""; int *p=a; A. p[7] B. a[p-a] C. *a D. a[8] 答案：",,D,,D,llama-7b-hf,822,820,2,0.0,0.11
70,0,若某线性表最常用的操作是存取任一指定序号的元素和在最后进行插入和删除运算，则利用____存储方式最节省时间。 A. 顺序表 B. 双链表 C. 带头结点的双循环链表 D. 单循环链表 答案：,,C,,C,llama-7b-hf,862,860,2,0.0,0.11
71,0,一个图有30个结点，这些结点的平均度数为10，那么该图拥有多少条边？____ A. 75 B. 150 C. 300 D. 600 答案：,,C,,C,llama-7b-hf,816,814,2,0.0,0.11
72,0,下列不能作为类的成员的是____ A. 自身类对象的指针 B. 自身类对象 C. 自身类对象的引用 D. 另一个类的对象 答案：,,C,,C,llama-7b-hf,811,809,2,0.0,0.11
73,0,12个数据有序顺序存储，采用二分查找，查找失败时的ASL值是____。 A. 13850 B. 63/13 C. Dec-39 D. 49/13 答案：,,C,,C,llama-7b-hf,825,823,2,0.0,0.11
74,0,在一个有向图中，所有顶点的入度之和等于所有顶点的出度之和的____倍。 A. 1月2日 B. 1 C. 2 D. 4 答案：,,C,,C,llama-7b-hf,811,809,2,0.0,0.11
75,0,设二叉树的先序遍历序列和后序遍历序列正好相反，则该二叉树满足的条件是____ A. 空或只有一个结点 B. 高度等于其结点数 C. 任一结点无左孩子 D. 任一结点无右孩子 答案：,,C,,C,llama-7b-hf,855,853,2,0.0,0.12
76,0,类Sample的拷贝构造函数的声明语句为____ A. Sample (Sample other) B. Sample Sample (Sample other) C. Sample (const Samplet &other) D. Sample Sample (const Sample &other) 答案：,,C,,C,llama-7b-hf,813,811,2,0.0,0.11
77,0,在操作系统内部，函数调用是用下面哪种数据结构来实现的？____ A. 线性表 B. 队列 C. 栈 D. 树 答案：,,C,,C,llama-7b-hf,809,807,2,0.0,0.11
78,0,设给定权值总数有n个，其哈夫曼树的结点总数为____ A. 不确定 B. 2n C. 2n+1 D. 2n-1 答案：,,C,,C,llama-7b-hf,814,812,2,0.0,0.11
79,0,以下关于工厂模式和抽象工厂模式说法正确的是：____ A. 工厂方法的目的是构造单个类的对象 B. 在工厂方法中，构造多个有特定组合方式的对象，应当为每一个组成成分单独设立工厂 C. 工厂方法不能处理不同重载的构造函数 D. 工厂模式中，对象的删除不可以交由用户负责 答案：,,D,,D,llama-7b-hf,902,900,2,0.0,0.13
80,0,关于纯虚函数和抽象类的描述中，错误的是____ A. 抽象类只能作为基类使用， 其纯虚函数的实现由派生类给出 B. 纯虚函数是一个特殊的虚函数， 它没有具体的实现 C. 一个基类中说明有纯虚函数， 该基类的派生类一定不再是抽象类。 D. 抽象类是指具有纯虚函数的类 答案：,,C,,C,llama-7b-hf,927,925,2,0.0,0.14
81,0,己知一个线性表中最常用的操作是删除第一个元素和在最后一个元素之后插入一个元素，则采用____存储方式最节省运算时间。 A. 双链表 B. 仅有头指针的单循环链表 C. 单链表 D. 仅有尾指针的单循环链表 答案：,,C,,C,llama-7b-hf,881,879,2,0.0,0.12
82,0,"数组可以使用花括号进行初始化，则对于以下程序 int main(){ int a[10]={1,2,3,4}; int b[10]; return 0; } 其中a[8]和b[8]的值为____ A. a[8]为 0， b[8]为随机值 B. 二者均为 0 C. 二者均为随机值 D. 以上代码段不能通过编译 答案：",,C,,C,llama-7b-hf,889,887,2,0.0,0.12
83,0,将递归算法转换成对应的非递归算法时，通常需要使用____来保存中间结果。 A. 队列 B. 栈 C. 链表 D. 树 答案：,,C,,C,llama-7b-hf,821,819,2,0.0,0.11
84,0,以下关于复制构造函数的说法错误的是____ A. 系统默认的复制构造函数实现的是深层复制 B. 类成员有指针类型时，浅层复制存在着隐患 C. 一个对象以值传递的方式传入函数时会调用复制构造函数 D. 一个对象以值传递的方式作为函数返回值时会调用复制构造函数 答案：,,C,,C,llama-7b-hf,895,893,2,0.0,0.12
85,0,下列选项中，不能构成折半查找中关键字比较序列的是____ A. 500， 200， 450， 180 B. 500， 450， 200， 180 C. 180， 500， 200， 450 D. 180， 200， 500， 450 答案：,,C,,C,llama-7b-hf,873,871,2,0.0,0.12
86,0,"#include<iostream.h> int& func(int&num) { num++; return num; } void main() { int n1,n2=5; n1=func(n2); cout<<n1<<""""<<n2<<endl; } 上面C++程序运行结果是____ A. 56 B. 65 C. 66 D. 55 答案：",,C,,C,llama-7b-hf,854,852,2,0.0,0.11
87,0,快速排序在下列哪种情况下最不利于发挥其长处____。 A. 要排序的数据量很大 B. 要排序的数据中含有多个相同值 C. 要排序的数据个数为奇数 D. 要排序的数据已基本有序 答案：,,C,,C,llama-7b-hf,856,854,2,0.0,0.11
88,0,"对某二叉树进行先序遍历的结果为ABDEFC,中序遍历的结果为DBFEAC,则后序遍历的结果是____。 A. DBFEAC B. DFEBCA C. BDFECA D. BDEFAC 答案：",,B,,B,llama-7b-hf,836,834,2,0.0,0.11
89,0,"用某种排序方法对线性表{4,9,3,7,1,5,8,6,2}进行排序时，元素序列的变化情况如下： 1）4,9,3,7,1,5,8,6,2 2）2,1,3,4,7,5,8,6,9 3）1,2,3,4,6,5,7,8,9 4）1,2,3,4,5,6,7,8,9 所采用的排序方法是____ A. 插入排序 B. 选择排序 C. 快速排序 D. 二路归并排序 答案：",,C,,C,llama-7b-hf,951,949,2,0.0,0.14
90,0,"对于下列关键字序列，不可能构成某二叉排序树中一条查找路径的序列是____ A. 98,22,91,24,94,71 B. 92,18,90,34,86,35 C. 23,89,77,29,36,38 D. 10,25,71,68,33,34 答案：",,C,,C,llama-7b-hf,881,879,2,0.0,0.12
91,0,假定A是一个类的名字，下面哪个语句不会引发类A构造函数的调用____ A. A * p = new A; B. A a; C. A a[10]; D. A * a[10]; 答案：,,C,,C,llama-7b-hf,822,820,2,0.0,0.11
92,0,classwheel { int num; public: wheel(int w){num=w;} }; class car { wheel carWheel; public: ____//写出car的构造函数 }在 C++中，上面程序中，空白处正确的语句是____。 A. void car(int n)::carWheel(n){} B. car(int n): carWheel(n){} C. void car(int n):: carWheel(n){} D. car(int n):: carWheel(n){} 答案：,,B,,B,llama-7b-hf,893,891,2,0.0,0.12
93,0,顺序存储的线性表，其长度为n。假设在任何位置上插入或删除操作都是等概率的。插入一个元素时平均要移动表中元素个数为____ A. n/2 B. (n+1)/2 C. (n-1)/2 D. n 答案：,,B,,B,llama-7b-hf,851,849,2,0.0,0.12
94,0,ch为char类型，判断ch为小写字符的表达式是____ A. a'<=ch<='z' B. (ch>='a')&(ch<='z') C. (ch>='a')&&(ch<='z') D. (ch>='a')l(ch<='z') 答案：,,C,,C,llama-7b-hf,829,827,2,0.0,0.11
95,0,"下列程序的运行结果为____ #include<iostream.h> int i=0; class A { public: A(){i++;} }; void main() { A a,b[3],*c; c=b; cout<<i<<endl;} A. 2 B. 3 C. 4 D. 5 答案：",,C,,C,llama-7b-hf,840,838,2,0.0,0.11
96,0,"#include<iostream.h> class A { public: A(){cout<<""A construct"";} }; class B:public A { public: B():A(){cout<<""B construct""<<endl;} }; void main(){B obj;} 上面的C++程序运行的结果是____。 A. B construct A construct B. A construct B construct C. A construct D. B construct 答案：",,B,,B,llama-7b-hf,851,849,2,0.0,0.12
97,0,下列关于对象概念的描述中____是错误的 A. 对象就是 C 语言中的结构变量 B. 对象代表着正在创建的系统中的一个实体 C. 对象是一个状态和操作（或方法）的封装体 D. 对象之间的信息传递是通过消息进行的 答案：,,C,,C,llama-7b-hf,867,865,2,0.0,0.12
98,0,"假定M为一个类，int a()为该类的一个成员函数，若该成员函数在类定义体外定义,则函数头为____ A. AA::a(); B. int AA:a(); C. int AA::a(); D. AA::int a() ; 答案：",,B,,B,llama-7b-hf,827,825,2,0.0,0.11
99,0,"#include<iostream.h> #include<iomanip.h> void main() { cout.fill('*'); cout.width(10); cout<<""123.45""<<endl; cout.width(8); cout<<""1234.45""<<endl; cout.width(4); cout<<""1234.45""<<endl; } 程序运行的结果是____。 A. ****123.45 **1234.45 *1234.45 B. ****123.45 *1234.45 1234.45 C. ****123.45 **1234.45 *1234.45 D. *****123.45 ***1234.45 *1234.45 答案：",,C,,C,llama-7b-hf,967,965,2,0.0,0.14
100,0,C++语言的跳转语句中，对于break和continue说法正确的是____ A. break语句只应用于循环体中 B. continue语句用于跳出循环语句 C. continue语句用于跳出当前的循环周期 D. break语句用于跳出当前的循环周期 答案：,,C,,C,llama-7b-hf,871,869,2,0.0,0.12
101,0,下面描述中正确的是____ A. virtual 可以用来声明虚函数 B. 含有纯虚函数的类是不能用来创建对象的， 因为它是虚基类 C. 即使基类的构造函数没有参数， 派生类也必须建立构造函数 D. 静态数据成员可以通过成员初始化列表来初始化 答案：,,C,,C,llama-7b-hf,887,885,2,0.0,0.12
102,0,"函数：void f(void) {int i=12,j; for(j=0;j<20;j++) i++;} 当f执行完退出后，i的值为____ A. 12 B. 32 C. 29 D. 无定义 答案：",,B,,B,llama-7b-hf,830,828,2,0.0,0.11
